Superficie construida,Habitaciones,Baños,Estado,Armarios empotrados,Calefacción,Distrito,Precio,Terraza_Balcon
65.0,2.0,2.0,1.0,0.0,0.0,8.0,115000.0,1.0
68.0,3.0,2.0,1.0,0.0,0.0,13.0,160000.0,1.0
70.0,3.0,2.0,0.0,0.0,0.0,0.0,110000.0,0.0
92.0,2.0,2.0,1.0,1.0,0.0,1.0,260000.0,0.0
165.0,3.0,2.0,0.0,0.0,0.0,14.0,400000.0,0.0
75.0,2.0,2.0,1.0,0.0,1.0,15.0,140000.0,0.0
101.0,3.0,2.0,1.0,1.0,0.0,8.0,100000.0,1.0
75.0,3.0,2.0,0.0,0.0,0.0,11.0,140000.0,1.0
236.0,5.0,3.0,1.0,0.0,0.0,14.0,500000.0,3.0
130.0,4.0,4.0,1.0,1.0,4.0,8.0,375000.0,0.0
105.0,3.0,2.0,1.0,0.0,0.0,11.0,285000.0,1.0
144.0,4.0,2.0,0.0,1.0,6.0,14.0,390000.0,3.0
139.0,3.0,2.0,1.0,0.0,7.0,5.0,430000.0,1.0
160.0,3.0,2.0,1.0,1.0,7.0,4.0,410000.0,3.0
306.0,4.0,4.0,1.0,1.0,6.0,5.0,1350000.0,3.0
247.0,4.0,4.0,1.0,1.0,6.0,9.0,1645000.0,3.0
356.0,6.0,3.0,1.0,1.0,3.0,5.0,1660000.0,3.0
117.0,4.0,2.0,1.0,1.0,3.0,9.0,340000.0,1.0
286.0,4.0,2.0,1.0,1.0,5.0,5.0,800000.0,1.0
198.0,3.0,2.0,1.0,1.0,6.0,9.0,850000.0,3.0
175.0,4.0,2.0,1.0,1.0,3.0,5.0,624900.0,1.0
87.0,3.0,2.0,1.0,1.0,1.0,13.0,320000.0,0.0
240.0,3.0,3.0,1.0,1.0,6.0,3.0,1250000.0,3.0
167.0,4.0,3.0,1.0,1.0,7.0,5.0,550000.0,1.0
240.0,5.0,2.0,1.0,0.0,3.0,5.0,850000.0,3.0
109.0,4.0,2.0,1.0,1.0,0.0,2.0,245900.0,1.0
200.0,6.0,3.0,1.0,1.0,3.0,5.0,595000.0,3.0
208.0,5.0,2.0,1.0,0.0,3.0,5.0,760000.0,3.0
223.0,5.0,3.0,1.0,1.0,3.0,9.0,750000.0,3.0
202.0,5.0,3.0,1.0,1.0,3.0,9.0,550000.0,3.0
212.0,3.0,3.0,1.0,1.0,6.0,5.0,990000.0,3.0
125.0,2.0,2.0,1.0,1.0,2.0,3.0,680000.0,3.0
150.0,3.0,2.0,1.0,1.0,6.0,9.0,875000.0,3.0
200.0,3.0,2.0,1.0,1.0,2.0,9.0,1250000.0,3.0
239.0,3.0,4.0,1.0,1.0,7.0,11.0,880000.0,2.0
150.0,3.0,3.0,1.0,0.0,7.0,7.0,670000.0,2.0
229.0,3.0,4.0,1.0,1.0,7.0,7.0,690000.0,2.0
123.0,4.0,2.0,1.0,1.0,3.0,8.0,294999.0,1.0
101.0,4.0,2.0,1.0,1.0,6.0,6.0,245000.0,2.0
175.0,4.0,3.0,1.0,1.0,2.0,3.0,1200000.0,2.0
141.0,3.0,2.0,1.0,1.0,7.0,7.0,342000.0,3.0
149.0,4.0,2.0,0.0,1.0,6.0,7.0,325000.0,0.0
111.0,3.0,2.0,1.0,1.0,4.0,9.0,320000.0,1.0
204.0,5.0,3.0,1.0,1.0,6.0,4.0,790000.0,3.0
200.0,3.0,3.0,1.0,1.0,6.0,9.0,1000000.0,1.0
198.0,4.0,3.0,1.0,1.0,5.0,5.0,650000.0,1.0
98.0,2.0,2.0,1.0,1.0,4.0,1.0,450000.0,1.0
133.0,4.0,2.0,1.0,0.0,7.0,14.0,225000.0,1.0
225.0,5.0,3.0,0.0,1.0,6.0,5.0,890000.0,2.0
152.0,4.0,3.0,0.0,0.0,0.0,0.0,593000.0,2.0
140.0,3.0,2.0,1.0,1.0,0.0,13.0,470000.0,1.0
152.0,5.0,2.0,1.0,0.0,6.0,9.0,530000.0,0.0
200.0,4.0,2.0,1.0,1.0,6.0,6.0,690000.0,0.0
267.0,6.0,3.0,1.0,1.0,3.0,9.0,850000.0,1.0
186.0,4.0,2.0,1.0,1.0,2.0,5.0,600000.0,3.0
70.0,2.0,2.0,1.0,1.0,4.0,5.0,257000.0,2.0
80.0,2.0,2.0,1.0,1.0,4.0,13.0,228000.0,1.0
181.0,5.0,2.0,1.0,1.0,2.0,4.0,550000.0,1.0
234.0,4.0,3.0,0.0,1.0,6.0,9.0,1250000.0,2.0
118.0,3.0,2.0,1.0,1.0,6.0,12.0,275000.0,1.0
274.0,4.0,4.0,1.0,1.0,0.0,15.0,995000.0,0.0
125.0,4.0,2.0,0.0,0.0,7.0,7.0,350000.0,0.0
118.0,4.0,2.0,1.0,0.0,7.0,8.0,284999.0,3.0
160.0,5.0,2.0,1.0,1.0,4.0,5.0,425000.0,1.0
224.0,6.0,2.0,0.0,1.0,3.0,9.0,890000.0,0.0
210.0,4.0,3.0,1.0,1.0,0.0,9.0,990000.0,0.0
165.0,4.0,2.0,1.0,1.0,5.0,11.0,400000.0,3.0
113.0,3.0,2.0,1.0,0.0,7.0,1.0,288000.0,2.0
75.0,2.0,2.0,1.0,0.0,0.0,7.0,185000.0,0.0
222.0,5.0,2.0,1.0,1.0,7.0,5.0,650000.0,3.0
82.0,3.0,2.0,1.0,0.0,0.0,15.0,149000.0,1.0
210.0,4.0,2.0,1.0,1.0,0.0,4.0,500000.0,2.0
310.0,7.0,3.0,1.0,1.0,3.0,7.0,599000.0,2.0
310.0,5.0,4.0,1.0,0.0,7.0,5.0,1500000.0,0.0
111.0,3.0,2.0,1.0,1.0,7.0,14.0,220000.0,1.0
128.0,2.0,2.0,1.0,1.0,7.0,8.0,249000.0,0.0
72.0,2.0,2.0,1.0,1.0,7.0,7.0,390000.0,3.0
88.0,3.0,2.0,1.0,1.0,7.0,13.0,199000.0,1.0
381.0,8.0,3.0,0.0,0.0,7.0,5.0,1300000.0,2.0
192.0,5.0,3.0,0.0,0.0,7.0,5.0,590000.0,2.0
391.0,3.0,4.0,1.0,0.0,3.0,9.0,1800000.0,0.0
86.0,2.0,2.0,1.0,1.0,7.0,8.0,270000.0,2.0
99.0,2.0,2.0,1.0,0.0,7.0,7.0,280000.0,0.0
140.0,3.0,3.0,1.0,0.0,5.0,13.0,415000.0,3.0
139.0,4.0,2.0,1.0,0.0,4.0,7.0,449000.0,2.0
75.0,3.0,2.0,1.0,1.0,7.0,13.0,179000.0,0.0
97.0,2.0,2.0,1.0,1.0,3.0,12.0,182000.0,1.0
70.0,2.0,2.0,1.0,0.0,7.0,13.0,204000.0,1.0
187.0,3.0,3.0,1.0,1.0,6.0,14.0,990000.0,2.0
107.0,4.0,2.0,1.0,1.0,7.0,10.0,230000.0,1.0
90.0,3.0,2.0,1.0,0.0,0.0,13.0,230000.0,0.0
110.0,2.0,2.0,1.0,1.0,4.0,5.0,320000.0,0.0
101.0,3.0,2.0,1.0,1.0,0.0,8.0,247000.0,0.0
61.0,3.0,2.0,1.0,1.0,7.0,13.0,209999.0,1.0
200.0,4.0,3.0,1.0,1.0,6.0,4.0,795000.0,1.0
61.0,3.0,2.0,1.0,1.0,7.0,13.0,209999.0,1.0
75.0,2.0,2.0,1.0,1.0,3.0,8.0,375000.0,2.0
70.0,2.0,2.0,0.0,1.0,0.0,5.0,275000.0,1.0
242.0,5.0,4.0,1.0,1.0,7.0,3.0,650000.0,3.0
90.0,4.0,2.0,1.0,1.0,3.0,13.0,250000.0,3.0
200.0,4.0,2.0,1.0,0.0,7.0,5.0,610000.0,1.0
196.0,3.0,3.0,1.0,1.0,7.0,9.0,820000.0,0.0
281.0,5.0,3.0,1.0,1.0,6.0,3.0,749000.0,2.0
283.0,4.0,3.0,1.0,1.0,6.0,9.0,895000.0,1.0
131.0,2.0,2.0,1.0,0.0,3.0,1.0,248000.0,2.0
266.0,5.0,3.0,1.0,1.0,6.0,9.0,695000.0,1.0
327.0,8.0,2.0,1.0,0.0,7.0,9.0,1250000.0,1.0
383.0,4.0,2.0,0.0,0.0,7.0,4.0,649000.0,3.0
182.0,5.0,2.0,1.0,0.0,7.0,7.0,399000.0,3.0
144.0,3.0,2.0,1.0,1.0,6.0,3.0,590000.0,0.0
160.0,3.0,2.0,1.0,1.0,7.0,9.0,745000.0,1.0
96.0,3.0,2.0,1.0,1.0,6.0,1.0,280000.0,0.0
150.0,5.0,2.0,0.0,0.0,7.0,13.0,475000.0,1.0
60.0,2.0,2.0,1.0,0.0,7.0,0.0,160000.0,0.0
209.0,5.0,2.0,0.0,0.0,7.0,7.0,690000.0,3.0
70.0,3.0,2.0,1.0,0.0,4.0,11.0,175000.0,0.0
125.0,2.0,2.0,1.0,1.0,3.0,4.0,345000.0,2.0
100.0,4.0,2.0,1.0,0.0,7.0,10.0,200000.0,1.0
120.0,3.0,2.0,1.0,1.0,3.0,8.0,450000.0,2.0
90.0,3.0,2.0,1.0,1.0,7.0,11.0,300000.0,3.0
73.0,2.0,2.0,1.0,0.0,4.0,9.0,360000.0,1.0
162.0,3.0,2.0,1.0,1.0,7.0,5.0,795000.0,1.0
100.0,3.0,2.0,1.0,1.0,0.0,8.0,177500.0,2.0
128.0,4.0,2.0,0.0,0.0,7.0,5.0,385000.0,1.0
